Year,Country,Incidence,Deaths,Confirmed Cases,Total Population,Region,Global South,GDPpcPPP,AverageTemperature
2006-01-01,China,0.06,37.0,35383.0,1311020000.0,Asia & Pacific,Global South,5836.573437,7.948
2005-01-01,China,0.04,48.0,21936.0,1303720000.0,Asia & Pacific,Global South,5053.945798,7.4135
2004-01-01,China,0.05,31.0,27197.0,1296075000.0,Asia & Pacific,Global South,4425.874191,7.71275
2003-01-01,China,0.05,52.0,28491.0,1288400000.0,Asia & Pacific,Global South,3937.312875,7.522000000000001
2002-01-01,China,0.05,42.0,25520.0,1280400000.0,Asia & Pacific,Global South,3534.84913,7.7956666666666665
2001-01-01,China,0.04,27.0,21237.0,1271850000.0,Asia & Pacific,Global South,3210.009396,7.596416666666666
2000-01-01,China,0.01,31.0,8025.0,1262645000.0,Asia & Pacific,Global South,2920.560791,7.238083333333333
2013-01-01,Colombia,7.02,10.0,51696.0,46495492.0,South/Latin America,Global South,12727.76493,25.579500000000003
2012-01-01,Colombia,8.25,24.0,60179.0,46075721.0,South/Latin America,Global South,12018.65128,25.381333333333334
2011-01-01,Colombia,8.32,23.0,60105.0,45662747.0,South/Latin America,Global South,11604.10228,25.246916666666667
2010-01-01,Colombia,16.43,42.0,117589.0,45222699.0,South/Latin America,Global South,10731.64591,25.68766666666667
2009-01-01,Colombia,11.16,28.0,79347.0,44750054.0,South/Latin America,Global South,10258.97084,25.61833333333333
2008-01-01,Colombia,11.41,54.0,80559.0,44254972.0,South/Latin America,Global South,10179.24484,25.153916666666664
2007-01-01,Colombia,18.34,68.0,128462.0,43737512.0,South/Latin America,Global South,9781.970408,25.494000000000003
2006-01-01,Colombia,17.3,77.0,120096.0,43200901.0,South/Latin America,Global South,9035.56564,25.476583333333338
2005-01-01,Colombia,17.68,87.0,121629.0,42647731.0,South/Latin America,Global South,8324.754689,25.670833333333334
2004-01-01,Colombia,21.2,126.0,142241.0,42075953.0,South/Latin America,Global South,7806.050509,25.55391666666667
2003-01-01,Colombia,27.68,118.0,180956.0,41483872.0,South/Latin America,Global South,7319.543212,25.65533333333333
2002-01-01,Colombia,32.2,162.0,204916.0,40875363.0,South/Latin America,Global South,7018.082019,25.57075
2001-01-01,Colombia,37.37,168.0,231233.0,40255956.0,South/Latin America,Global South,6843.739036,25.411916666666666
2000-01-01,Colombia,24.02,124.0,144432.0,39629965.0,South/Latin America,Global South,6690.373751,25.03016666666667
2013-01-01,Comoros,71.69,15.0,53156.0,741505.0,Arab States,Global South,2636.49431,26.542875
2012-01-01,Comoros,68.85,17.0,49840.0,723871.0,Arab States,Global South,2511.485162,26.383249999999993
2011-01-01,Comoros,35.18,19.0,24856.0,706569.0,Arab States,Global South,2337.057388,26.454000000000004
2010-01-01,Comoros,52.98,53.0,36538.0,689692.0,Arab States,Global South,2252.890772,26.78683333333333
2009-01-01,Comoros,57.81,,5982.0,673252.0,Arab States,Global South,2197.805399,26.59325
2008-01-01,Comoros,59.21,47.0,,657229.0,Arab States,Global South,2165.068837,26.188250000000007
2007-01-01,Comoros,60.65,20.0,,641620.0,Arab States,Global South,2091.755024,26.604583333333334
2006-01-01,Comoros,62.11,56.0,20559.0,626425.0,Arab States,Global South,2069.886352,26.465833333333332
2005-01-01,Comoros,63.61,92.0,6086.0,611627.0,Arab States,Global South,2004.634313,26.682166666666664
2004-01-01,Comoros,65.13,28.0,12874.0,597228.0,Arab States,Global South,1936.013281,26.39191666666667
2003-01-01,Comoros,66.69,,867398.0,583211.0,Arab States,Global South,1894.206453,26.6005
2002-01-01,Comoros,68.29,,1104310.0,569479.0,Arab States,Global South,1865.27044,26.657750000000004
2001-01-01,Comoros,69.99,,879032.0,555888.0,Arab States,Global South,1838.378606,26.41425
2000-01-01,Comoros,71.79,,801784.0,542357.0,Arab States,Global South,1801.767456,25.995499999999996
2013-01-01,Costa Rica,0.0,0.0,0.0,4742107.0,South/Latin America,Global South,14651.15236,26.457555555555555
2012-01-01,Costa Rica,0.0,0.0,6.0,4688000.0,South/Latin America,Global South,14091.52889,26.282
2011-01-01,Costa Rica,0.01,0.0,10.0,4633086.0,South/Latin America,Global South,13387.57215,26.11341666666667
2010-01-01,Costa Rica,0.07,0.0,110.0,4577378.0,South/Latin America,Global South,12725.15233,26.22675
2009-01-01,Costa Rica,0.17,1.0,262.0,4520740.0,South/Latin America,Global South,12135.24979,26.522916666666664
2008-01-01,Costa Rica,0.62,0.0,966.0,4463125.0,South/Latin America,Global South,12318.46342,26.056083333333337
2007-01-01,Costa Rica,0.79,0.0,1223.0,4404628.0,South/Latin America,Global South,11699.90396,26.38291666666667
2006-01-01,Costa Rica,1.91,0.0,2903.0,4345412.0,South/Latin America,Global South,10677.01305,26.514916666666664
2005-01-01,Costa Rica,2.36,0.0,3541.0,4285502.0,South/Latin America,Global South,9799.043961,26.404250000000005
2004-01-01,Costa Rica,0.87,0.0,1289.0,4225155.0,South/Latin America,Global South,9279.559826,26.528499999999998
2003-01-01,Costa Rica,0.49,0.0,718.0,4164053.0,South/Latin America,Global South,8787.790371,26.577500000000004
2002-01-01,Costa Rica,0.71,0.0,1021.0,4100925.0,South/Latin America,Global South,8402.798411,26.306749999999997
2001-01-01,Costa Rica,0.97,0.0,1363.0,4034074.0,South/Latin America,Global South,8141.051763,26.114333333333335
2000-01-01,Costa Rica,1.35,0.0,1879.0,3962372.0,South/Latin America,Global South,7836.927285,26.072166666666664
2013-01-01,Djibouti,2.54,17.0,1684.0,883293.0,Arab States,Global South,4103.955142,30.744749999999996
2012-01-01,Djibouti,3.31,0.0,25.0,868136.0,Arab States,Global South,,29.923583333333337
2011-01-01,Djibouti,3.42,0.0,,853674.0,Arab States,Global South,,29.84433333333334
2010-01-01,Djibouti,1.6,0.0,1010.0,840198.0,Arab States,Global South,,29.837
2009-01-01,Djibouti,4.33,0.0,2686.0,827823.0,Arab States,Global South,,29.896749999999997
2008-01-01,Djibouti,3.74,,119.0,816358.0,Arab States,Global South,,29.339250000000003
2007-01-01,Djibouti,3.84,1.0,210.0,805451.0,Arab States,Global South,,29.78633333333333
2006-01-01,Djibouti,3.95,29.0,1796.0,794563.0,Arab States,Global South,,29.777416666666667
2005-01-01,Djibouti,4.06,,413.0,783254.0,Arab States,Global South,,29.808583333333335
2004-01-01,Djibouti,4.19,,122.0,771603.0,Arab States,Global South,,29.540916666666664
2003-01-01,Djibouti,4.32,,5036.0,759641.0,Arab States,Global South,,29.757833333333334
2002-01-01,Djibouti,4.47,,,746942.0,Arab States,Global South,,29.531583333333334
2001-01-01,Djibouti,4.64,,,733015.0,Arab States,Global South,,29.476916666666668
2000-01-01,Djibouti,4.84,,,717584.0,Arab States,Global South,,29.859999999999996
2013-01-01,Dominican Republic,0.14,5.0,579.0,10048224.0,South/Latin America,Global South,12482.1646,26.290333333333333
2012-01-01,Dominican Republic,0.23,8.0,952.0,9930911.0,South/Latin America,Global South,11900.491,26.340083333333336
2011-01-01,Dominican Republic,0.39,10.0,1616.0,9813210.0,South/Latin America,Global South,11869.13398,26.250749999999996
2010-01-01,Dominican Republic,0.6,15.0,3414.0,9695121.0,South/Latin America,Global South,11410.34875,26.455583333333333
2009-01-01,Dominican Republic,0.4,14.0,1643.0,9576737.0,South/Latin America,Global South,10539.39782,26.423083333333327
2008-01-01,Dominican Republic,0.45,11.0,1840.0,9458075.0,South/Latin America,Global South,10491.61958,26.199249999999996
2007-01-01,Dominican Republic,0.68,17.0,2711.0,9338861.0,South/Latin America,Global South,10098.69356,26.626
2006-01-01,Dominican Republic,0.89,10.0,3525.0,9218686.0,South/Latin America,Global South,9274.892519,26.58566666666667
2005-01-01,Dominican Republic,0.99,16.0,3837.0,9097257.0,South/Latin America,Global South,8356.012995,26.52116666666667
2004-01-01,Dominican Republic,0.62,16.0,2355.0,8974444.0,South/Latin America,Global South,7506.733761,26.35875
2003-01-01,Dominican Republic,0.41,12.0,1529.0,8850317.0,South/Latin America,Global South,7226.721282,26.626333333333335
2002-01-01,Dominican Republic,0.35,11.0,1296.0,8724975.0,South/Latin America,Global South,7295.056532,26.581249999999997
2001-01-01,Dominican Republic,0.28,17.0,1038.0,8598601.0,South/Latin America,Global South,6973.541183,26.340666666666667
2000-01-01,Dominican Republic,0.33,6.0,1233.0,8471321.0,South/Latin America,Global South,6760.125687,25.880416666666665
2013-01-01,Ecuador,0.8,0.0,368.0,15707474.0,South/Latin America,Global South,11153.6845,22.264125
2012-01-01,Ecuador,1.21,0.0,544.0,15474102.0,South/Latin America,Global South,10311.4026,22.445916666666665
2011-01-01,Ecuador,2.74,0.0,1219.0,15243883.0,South/Latin America,Global South,9857.521816,22.33666666666667
2010-01-01,Ecuador,4.28,0.0,1888.0,15011117.0,South/Latin America,Global South,9090.308233,22.639916666666668
2009-01-01,Ecuador,9.57,6.0,4120.0,14774424.0,South/Latin America,Global South,8818.67236,22.677166666666665
2008-01-01,Ecuador,11.55,5.0,4891.0,14535739.0,South/Latin America,Global South,8845.554499,22.224249999999998
2007-01-01,Ecuador,20.32,8.0,8464.0,14296557.0,South/Latin America,Global South,8294.641409,22.359750000000002
2006-01-01,Ecuador,24.07,9.0,9863.0,14059384.0,South/Latin America,Global South,8037.883279,22.603166666666667
2005-01-01,Ecuador,42.32,22.0,17050.0,13825847.0,South/Latin America,Global South,7598.946245,22.5295
2004-01-01,Ecuador,72.51,37.0,28730.0,13596388.0,South/Latin America,Global South,7117.171715,22.647916666666664
2003-01-01,Ecuador,133.63,46.0,52065.0,13369678.0,South/Latin America,Global South,6513.299404,22.668333333333337
2002-01-01,Ecuador,226.5,64.0,86757.0,13143465.0,South/Latin America,Global South,6332.185874,22.76366666666667
2001-01-01,Ecuador,289.36,84.0,108903.0,12914667.0,South/Latin America,Global South,6094.348526,22.236083333333337
2000-01-01,Ecuador,282.85,66.0,104528.0,12681123.0,South/Latin America,Global South,5838.902525,22.026
2013-01-01,El Salvador,0.0,0.0,6.0,6266070.0,South/Latin America,Global South,6877.156088,25.91077777777778
2012-01-01,El Salvador,0.01,0.0,13.0,6237923.0,South/Latin America,Global South,6541.212057,25.560333333333332
2011-01-01,El Salvador,0.01,0.0,9.0,6210568.0,South/Latin America,Global South,6465.810636,25.549666666666667
2010-01-01,El Salvador,0.02,0.0,19.0,6183875.0,South/Latin America,Global South,6127.078743,25.45866666666667
2009-01-01,El Salvador,0.02,0.0,20.0,6157686.0,South/Latin America,Global South,5956.8668,25.787583333333334
2008-01-01,El Salvador,0.03,0.0,33.0,6131764.0,South/Latin America,Global South,6063.277579,25.248250000000002
2007-01-01,El Salvador,0.03,0.0,40.0,6105810.0,South/Latin America,Global South,5823.165919,25.475166666666663
2006-01-01,El Salvador,0.04,0.0,49.0,6079399.0,South/Latin America,Global South,5591.434544,25.758499999999998
2005-01-01,El Salvador,0.05,0.0,67.0,6052123.0,South/Latin America,Global South,5224.750573,25.622833333333336
2004-01-01,El Salvador,0.09,0.0,112.0,6023797.0,South/Latin America,Global South,4956.548441,25.742583333333332
2003-01-01,El Salvador,0.07,0.0,85.0,5994077.0,South/Latin America,Global South,4807.710964,25.72408333333333
2002-01-01,El Salvador,0.1,0.0,117.0,5962136.0,South/Latin America,Global South,4672.34895,25.71041666666667
2001-01-01,El Salvador,0.3,0.0,362.0,5927006.0,South/Latin America,Global South,4554.850643,25.49291666666666
2000-01-01,El Salvador,0.63,0.0,753.0,5887936.0,South/Latin America,Global South,4447.643197,25.40716666666667
2013-01-01,Equatorial Guinea,365.75,66.0,13129.0,1076413.0,Africa,Global South,34766.01158,25.5905
2012-01-01,Equatorial Guinea,357.75,77.0,15169.0,1031191.0,Africa,Global South,37570.6354,25.536833333333334
2011-01-01,Equatorial Guinea,342.4,52.0,22466.0,986853.0,Africa,Global South,34280.25489,25.545666666666662
2010-01-01,Equatorial Guinea,339.99,30.0,53813.0,943639.0,Africa,Global South,32965.89959,25.9025
2009-01-01,Equatorial Guinea,351.29,23.0,14184.0,901599.0,Africa,Global South,37447.50787,25.832833333333337
2008-01-01,Equatorial Guinea,378.24,4.0,9503.0,860840.0,Africa,Global South,38407.87968,25.768749999999997
2007-01-01,Equatorial Guinea,398.15,,6287.0,821687.0,Africa,Global South,33506.40688,25.773666666666667
2006-01-01,Equatorial Guinea,404.22,,,784496.0,Africa,Global South,29646.21081,25.785416666666666
2005-01-01,Equatorial Guinea,411.5,,,749535.0,Africa,Global South,27963.06516,25.62391666666667
2004-01-01,Equatorial Guinea,418.37,,,716949.0,Africa,Global South,24283.69501,25.59416666666667
2003-01-01,Equatorial Guinea,415.25,,,686664.0,Africa,Global South,17891.47579,25.627416666666665
2002-01-01,Equatorial Guinea,409.81,,,658384.0,Africa,Global South,16076.27956,25.526499999999995
2001-01-01,Equatorial Guinea,407.22,,,631666.0,Africa,Global South,13807.93575,25.20725
2000-01-01,Equatorial Guinea,404.83,,,606181.0,Africa,Global South,8617.72085,25.220583333333337
2013-01-01,Eritrea,15.03,6.0,21317.0,,Africa,Global South,,28.503500000000003
2012-01-01,Eritrea,16.15,30.0,21815.0,,Africa,Global South,,27.88008333333333
2011-01-01,Eritrea,23.86,12.0,34848.0,3213972.0,Africa,Global South,1625.506156,27.58575
2010-01-01,Eritrea,26.33,27.0,35982.0,3170435.0,Africa,Global South,1485.198435,28.054166666666664
2009-01-01,Eritrea,8.86,23.0,11759.0,3119920.0,Africa,Global South,1459.830083,28.092583333333337
2008-01-01,Eritrea,6.78,19.0,8764.0,3062779.0,Africa,Global South,1420.739661,27.59433333333334
2007-01-01,Eritrea,12.54,42.0,15565.0,2996536.0,Africa,Global South,1578.904772,27.485416666666666
2006-01-01,Eritrea,5.63,47.0,6541.0,2918205.0,Africa,Global South,1556.662291,27.492
2005-01-01,Eritrea,9.79,49.0,9073.0,2826659.0,Africa,Global South,1575.13894,27.689999999999998
2004-01-01,Eritrea,5.55,24.0,4119.0,2719803.0,Africa,Global South,1547.725867,27.5775
2003-01-01,Eritrea,19.03,79.0,10346.0,2600973.0,Africa,Global South,1553.454922,27.72975
2002-01-01,Eritrea,13.23,86.0,6078.0,2481058.0,Africa,Global South,1642.460552,27.639416666666666
2001-01-01,Eritrea,22.93,133.0,9716.0,2374722.0,Africa,Global South,1639.997654,27.41058333333334
2000-01-01,Eritrea,21.56,,,2292416.0,Africa,Global South,1528.581661,27.51725
2013-01-01,Ethiopia,111.6,358.0,2645454.0,95385785.0,Africa,Global South,1283.570557,24.6315
2012-01-01,Ethiopia,116.19,1621.0,1692578.0,92726971.0,Africa,Global South,1213.596116,23.97616666666666
2011-01-01,Ethiopia,116.13,936.0,1480306.0,90139927.0,Africa,Global South,1134.784522,24.074166666666667
2010-01-01,Ethiopia,128.4,1581.0,1158197.0,87639964.0,Africa,Global South,1028.323736,23.9275
2009-01-01,Ethiopia,123.35,1121.0,1036316.0,85233913.0,Africa,Global South,928.6256724,24.27358333333333
2008-01-01,Ethiopia,90.66,1169.0,458561.0,82916235.0,Africa,Global South,870.7152774,23.60258333333333
2007-01-01,Ethiopia,121.69,991.0,451816.0,80674348.0,Africa,Global South,792.3535636,23.724
2006-01-01,Ethiopia,145.51,1357.0,447780.0,78489206.0,Africa,Global South,711.5870306,23.77808333333333
2005-01-01,Ethiopia,161.13,1086.0,538942.0,76346311.0,Africa,Global South,640.6581352,23.896916666666666
2004-01-01,Ethiopia,218.76,3327.0,578904.0,74239505.0,Africa,Global South,571.4036847,23.778666666666666
2003-01-01,Ethiopia,183.52,2138.0,463797.0,72170584.0,Africa,Global South,503.9724489,23.85716666666666
2002-01-01,Ethiopia,155.28,1607.0,427795.0,70142091.0,Africa,Global South,520.3392794,23.82325
2001-01-01,Ethiopia,157.31,1681.0,392377.0,68159423.0,Africa,Global South,519.2716623,23.6615
2000-01-01,Ethiopia,157.31,,,66224804.0,Africa,Global South,482.8844222,23.762583333333335
2013-01-01,Gabon,272.83,273.0,28982.0,1817071.0,Africa,Global South,15114.36919,24.838500000000003
2012-01-01,Gabon,245.53,134.0,19753.0,1749682.0,Africa,Global South,15356.19154,24.831666666666667
2011-01-01,Gabon,212.72,74.0,,1684635.0,Africa,Global South,15638.69147,24.730916666666662
2010-01-01,Gabon,177.82,182.0,13936.0,1624140.0,Africa,Global South,14837.07183,25.221
2009-01-01,Gabon,145.95,197.0,660.0,1568928.0,Africa,Global South,14177.14642,25.134666666666664
2008-01-01,Gabon,118.87,156.0,40701.0,1518540.0,Africa,Global South,14517.82852,25.127916666666668
2007-01-01,Gabon,110.66,216.0,45186.0,1472575.0,Africa,Global South,15187.81768,25.06358333333333
2006-01-01,Gabon,123.91,238.0,33458.0,1430152.0,Africa,Global South,14366.10712,25.157750000000004
2005-01-01,Gabon,154.29,353.0,70644.0,1390549.0,Africa,Global South,14755.38102,24.96541666666667
2004-01-01,Gabon,207.38,466.0,70075.0,1353795.0,Africa,Global South,14315.03503,24.85325
2003-01-01,Gabon,270.82,692.0,58212.0,1319953.0,Africa,Global South,14199.2359,24.911999999999995
2002-01-01,Gabon,324.12,1141.0,62976.0,1288315.0,Africa,Global South,13968.76836,24.83391666666667
2001-01-01,Gabon,362.03,1693.0,53167.0,1258003.0,Africa,Global South,14117.75505,24.51358333333333
2000-01-01,Gabon,382.79,2016.0,50810.0,1228360.0,Africa,Global South,13852.33901,24.57241666666667
2013-01-01,Georgia,0.0,0.0,0.0,3717668.0,Europe,Global North,10611.77412,10.686625
2012-01-01,Georgia,0.0,0.0,0.0,3728874.0,Europe,Global North,9826.052753,9.787333333333333
2011-01-01,Georgia,0.0,0.0,0.0,3756441.0,Europe,Global North,8360.297207,8.523749999999998
2010-01-01,Georgia,0.0,0.0,0.0,3786695.0,Europe,Global North,7564.06307,11.102416666666668
2009-01-01,Georgia,0.02,0.0,1.0,3814419.0,Europe,Global North,6986.004551,9.552083333333334
2008-01-01,Georgia,0.14,0.0,6.0,3848449.0,Europe,Global North,7132.205273,9.308583333333333
2007-01-01,Georgia,0.58,0.0,24.0,3860158.0,Europe,Global North,6810.190846,9.525916666666667
2006-01-01,Georgia,1.41,0.0,59.0,3880347.0,Europe,Global North,5860.358391,9.403749999999999
2005-01-01,Georgia,3.68,0.0,155.0,3902469.0,Europe,Global North,5169.062426,9.4135
2004-01-01,Georgia,6.08,0.0,257.0,3927340.0,Europe,Global North,4545.293122,9.218583333333333
2003-01-01,Georgia,7.45,0.0,316.0,3951736.0,Europe,Global North,4157.879402,8.804583333333335
2002-01-01,Georgia,11.13,0.0,474.0,3978515.0,Europe,Global North,3650.857226,9.206
2001-01-01,Georgia,10.19,0.0,438.0,4014373.0,Europe,Global North,3377.051126,9.861749999999999
2000-01-01,Georgia,5.62,0.0,245.0,4077131.0,Europe,Global North,3104.515669,9.311166666666667
2013-01-01,Ghana,349.28,2506.0,1639451.0,26607642.0,Africa,Global South,5259.618069,27.717500000000005
2012-01-01,Ghana,374.29,2855.0,3755166.0,25996449.0,Africa,Global South,3781.866256,27.2795
2011-01-01,Ghana,379.52,3259.0,1041260.0,25387710.0,Africa,Global South,3379.484998,27.59975
2010-01-01,Ghana,364.15,3859.0,1071637.0,24779619.0,Africa,Global South,2973.83282,27.935
2009-01-01,Ghana,351.39,3378.0,1104370.0,24170940.0,Africa,Global South,2792.968181,27.557583333333337
2008-01-01,Ghana,333.72,3889.0,1094483.0,23563825.0,Africa,Global South,2711.876158,27.367833333333333
2007-01-01,Ghana,322.33,4622.0,476484.0,22963946.0,Africa,Global South,2500.804218,27.62766666666667
2006-01-01,Ghana,333.34,3125.0,472255.0,22379055.0,Africa,Global South,2394.930061,27.58158333333333
2005-01-01,Ghana,339.03,2037.0,655093.0,21814642.0,Africa,Global South,2241.28723,27.60116666666667
2004-01-01,Ghana,354.12,1575.0,475441.0,21272323.0,Africa,Global South,2104.811019,27.415833333333335
2003-01-01,Ghana,372.85,2103.0,,20750299.0,Africa,Global South,1989.767078,27.5335
2002-01-01,Ghana,393.23,2376.0,,20246381.0,Africa,Global South,1903.14627,27.401083333333332
2001-01-01,Ghana,422.14,1717.0,,19756928.0,Africa,Global South,1837.24943,27.27875
2000-01-01,Ghana,437.53,6108.0,,19278856.0,Africa,Global South,1771.536004,27.245916666666663
2013-01-01,Guatemala,0.62,1.0,6214.0,15043981.0,South/Latin America,Global South,7446.587991,24.291333333333334
2012-01-01,Guatemala,0.54,0.0,5346.0,14781942.0,South/Latin America,Global South,7320.153417,23.848166666666668
2011-01-01,Guatemala,0.71,0.0,6817.0,14521515.0,South/Latin America,Global South,7025.674554,23.82083333333333
2010-01-01,Guatemala,0.87,0.0,7384.0,14259687.0,South/Latin America,Global South,6728.246726,23.687583333333333
2009-01-01,Guatemala,0.77,0.0,7080.0,14000190.0,South/Latin America,Global South,6585.064502,23.939916666666665
2008-01-01,Guatemala,0.8,0.0,7198.0,13739299.0,South/Latin America,Global South,6624.490975,23.482083333333335
2007-01-01,Guatemala,1.74,3.0,15382.0,13477017.0,South/Latin America,Global South,6414.10478,23.8185
2006-01-01,Guatemala,3.62,2.0,31093.0,13213330.0,South/Latin America,Global South,5993.15214,23.80825
2005-01-01,Guatemala,4.71,4.0,39571.0,12948292.0,South/Latin America,Global South,5633.134539,23.94825
2004-01-01,Guatemala,3.53,2.0,28955.0,12682108.0,South/Latin America,Global South,5401.532156,23.797916666666666
2003-01-01,Guatemala,3.9,0.0,31127.0,12415334.0,South/Latin America,Global South,5208.761825,23.99383333333333
2002-01-01,Guatemala,4.58,0.0,35540.0,12147518.0,South/Latin America,Global South,5097.529629,23.833583333333333
2001-01-01,Guatemala,4.74,0.0,35824.0,11871565.0,South/Latin America,Global South,4943.648282,23.584416666666673
2000-01-01,Guatemala,7.24,0.0,53311.0,11589761.0,South/Latin America,Global South,4842.216482,23.42883333333333
2013-01-01,Guinea,408.08,108.0,211257.0,10892810.0,Africa,Global South,1811.334347,26.686749999999996
2012-01-01,Guinea,427.8,979.0,317200.0,10652029.0,Africa,Global South,1795.448313,26.06316666666667
2011-01-01,Guinea,426.9,743.0,95574.0,10420471.0,Africa,Global South,1743.947101,26.343
2010-01-01,Guinea,414.66,735.0,20936.0,10192176.0,Africa,Global South,1653.718199,26.59725
2009-01-01,Guinea,398.14,586.0,35841.0,9964469.0,Africa,Global South,1595.128884,26.325666666666667
2008-01-01,Guinea,370.17,441.0,33405.0,9738792.0,Africa,Global South,1638.052181,26.287750000000003
2007-01-01,Guinea,343.69,472.0,44518.0,9518162.0,Africa,Global South,1578.736964,26.317333333333334
2006-01-01,Guinea,335.5,,54227.0,9307425.0,Africa,Global South,1471.763225,26.12058333333333
2005-01-01,Guinea,342.01,490.0,50452.0,9109581.0,Africa,Global South,1442.758318,26.50725
2004-01-01,Guinea,369.48,528.0,103069.0,8925743.0,Africa,Global South,1386.437456,26.404166666666665
2003-01-01,Guinea,404.52,586.0,107925.0,8753093.0,Africa,Global South,1345.239771,26.409750000000003
2002-01-01,Guinea,428.29,440.0,16561.0,8586074.0,Africa,Global South,1329.799898,26.514833333333332
2001-01-01,Guinea,450.82,517.0,6238.0,8417081.0,Africa,Global South,1269.796298,26.288499999999996
2000-01-01,Guinea,458.08,626.0,4800.0,8240730.0,Africa,Global South,1224.34171,25.969166666666666
2013-01-01,Guyana,75.68,14.0,31479.0,759285.0,South/Latin America,Global South,11023.17569,26.6875
2012-01-01,Guyana,57.7,35.0,31656.0,755399.0,South/Latin America,Global South,10479.6276,26.800166666666666
2011-01-01,Guyana,54.65,36.0,29506.0,752028.0,South/Latin America,Global South,9987.435861,26.683416666666663
2010-01-01,Guyana,43.8,24.0,22935.0,749436.0,South/Latin America,Global South,9331.994313,27.116083333333336
2009-01-01,Guyana,26.85,20.0,13673.0,747718.0,South/Latin America,Global South,8878.277982,27.101583333333338
2008-01-01,Guyana,24.03,11.0,11815.0,746817.0,South/Latin America,Global South,8514.243881,26.619000000000003
2007-01-01,Guyana,21.03,20.0,11656.0,746474.0,South/Latin America,Global South,8211.502262,26.70875
2006-01-01,Guyana,37.02,20.0,21064.0,746343.0,South/Latin America,Global South,7461.514614,26.821083333333334
2005-01-01,Guyana,73.15,33.0,38984.0,746163.0,South/Latin America,Global South,6890.631039,27.068333333333328
2004-01-01,Guyana,54.2,38.0,28866.0,745737.0,South/Latin America,Global South,6819.335458,26.8715
2003-01-01,Guyana,51.91,44.0,27627.0,745143.0,South/Latin America,Global South,6543.5524,27.003666666666664
2002-01-01,Guyana,41.16,28.0,21895.0,744789.0,South/Latin America,Global South,6468.195031,26.60808333333333
2001-01-01,Guyana,50.96,30.0,27122.0,745206.0,South/Latin America,Global South,6292.641396,26.576999999999998
2000-01-01,Guyana,45.03,29.0,24018.0,746715.0,South/Latin America,Global South,6008.17821,26.393583333333336
2013-01-01,Haiti,5.31,10.0,20957.0,10400673.0,South/Latin America,Global South,2872.189778,27.031555555555556
2012-01-01,Haiti,6.53,6.0,25423.0,10250930.0,South/Latin America,Global South,2762.439212,27.045083333333338
2011-01-01,Haiti,9.03,5.0,34350.0,10100320.0,South/Latin America,Global South,2805.726005,26.943583333333336
2010-01-01,Haiti,8.73,8.0,84153.0,9949322.0,South/Latin America,Global South,2628.276665,27.002333333333336
2009-01-01,Haiti,9.01,7.0,49535.0,9798046.0,South/Latin America,Global South,2742.473729,27.145166666666665
2008-01-01,Haiti,10.39,17.0,36774.0,9646580.0,South/Latin America,Global South,2600.305452,26.927166666666665
2007-01-01,Haiti,8.64,28.0,29825.0,9495328.0,South/Latin America,Global South,2528.653796,27.28825
2006-01-01,Haiti,9.73,32.0,32739.0,9344785.0,South/Latin America,Global South,2370.154056,27.22225
2005-01-01,Haiti,10.23,29.0,21778.0,9195288.0,South/Latin America,Global South,2297.849836,27.180583333333335
2004-01-01,Haiti,10.56,24.0,10802.0,9047077.0,South/Latin America,Global South,2185.865838,27.177666666666667
2003-01-01,Haiti,10.91,109.0,,8900104.0,South/Latin America,Global South,2190.726583,27.334333333333337
2002-01-01,Haiti,11.28,77.0,,8754150.0,South/Latin America,Global South,2115.573221,27.24966666666666
2001-01-01,Haiti,11.67,70.0,9837.0,8608819.0,South/Latin America,Global South,2098.389705,27.01375
2000-01-01,Haiti,12.07,16.0,16897.0,8463806.0,South/Latin America,Global South,2095.536036,26.598583333333334
2013-01-01,Honduras,0.92,1.0,5428.0,8798521.0,South/Latin America,Global South,4142.239868,25.732333333333333
2012-01-01,Honduras,1.11,1.0,6437.0,8640691.0,South/Latin America,Global South,4032.581323,25.260583333333326
2011-01-01,Honduras,1.32,2.0,7510.0,8480671.0,South/Latin America,Global South,3928.268075,25.474249999999998
2010-01-01,Honduras,1.77,3.0,9744.0,8317470.0,South/Latin America,Global South,3778.460561,25.245666666666665
2009-01-01,Honduras,1.75,1.0,9313.0,8150775.0,South/Latin America,Global South,3674.233209,25.51858333333333
2008-01-01,Honduras,1.62,2.0,8368.0,7980955.0,South/Latin America,Global South,3816.835248,25.107833333333335
2007-01-01,Honduras,2.12,2.0,10512.0,7808518.0,South/Latin America,Global South,3671.332885,25.383416666666665
2006-01-01,Honduras,2.49,0.0,11947.0,7634298.0,South/Latin America,Global South,3443.769506,25.589916666666667
2005-01-01,Honduras,3.46,1.0,15943.0,7458985.0,South/Latin America,Global South,3210.347295,25.62641666666666
2004-01-01,Honduras,3.81,0.0,17134.0,7282953.0,South/Latin America,Global South,3006.695955,25.463916666666666
2003-01-01,Honduras,3.2,0.0,14063.0,7106319.0,South/Latin America,Global South,2824.608203,25.548750000000002
2002-01-01,Honduras,4.02,0.0,17223.0,6929265.0,South/Latin America,Global South,2720.274462,25.43258333333333
2001-01-01,Honduras,5.79,0.0,24149.0,6751912.0,South/Latin America,Global South,2648.811862,25.154749999999996
2000-01-01,Honduras,8.65,0.0,35125.0,6574509.0,South/Latin America,Global South,2591.332214,25.153666666666666
